 | 312  | Samurott           |  0.42616% | 4251   |  0.426% | 2829   |  0.453% | 
 | 313  | Latios-Mega        |  0.42606% | 4250   |  0.426% | 2463   |  0.395% | 
 | 314  | Golem-Alola        |  0.42586% | 4248   |  0.426% | 2708   |  0.434% | 
 | 315  | Lanturn            |  0.42165% | 4206   |  0.422% | 2763   |  0.443% | 
 | 316  | Golurk             |  0.41934% | 4183   |  0.419% | 2850   |  0.457% | 
 | 317  | Taillow            |  0.41814% | 4171   |  0.418% | 1791   |  0.287% | 
 | 318  | Swoobat            |  0.41383% | 4128   |  0.414% | 2293   |  0.367% | 
 | 319  | Dragalge           |  0.41172% | 4107   |  0.412% | 2762   |  0.442% | 
 | 320  | Arceus-Fire        |  0.40521% | 4042   |  0.405% | 2618   |  0.419% | 
 | 321  | Sandslash-Alola    |  0.39989% | 3989   |  0.400% | 2625   |  0.421% | 
 | 322  | Abomasnow-Mega     |  0.39749% | 3965   |  0.397% | 2676   |  0.429% | 
 | 323  | Slowbro            |  0.39378% | 3928   |  0.394% | 2497   |  0.400% | 
 | 324  | Komala             |  0.39177% | 3908   |  0.392% | 2179   |  0.349% | 
 | 325  | Cradily            |  0.38816% | 3872   |  0.388% | 2543   |  0.407% | 
 | 326  | Seismitoad         |  0.38656% | 3856   |  0.387% | 2763   |  0.443% | 
 | 327  | Emboar             |  0.38285% | 3819   |  0.383% | 2523   |  0.404% | 
 | 328  | Absol              |  0.38195% | 3810   |  0.382% | 2475   |  0.396% | 
 | 329  | Omastar            |  0.38185% | 3809   |  0.382% | 2813   |  0.451% | 
 | 330  | Electrode          |  0.38185% | 3809   |  0.382% | 2374   |  0.380% | 
 | 331  | Escavalier         |  0.37804% | 3771   |  0.378% | 2455   |  0.393% | 
 | 332  | Lopunny            |  0.37694% | 3760   |  0.377% | 2498   |  0.400% | 
 | 333  | Jellicent          |  0.37664% | 3757   |  0.377% | 2489   |  0.399% | 
 | 334  | Walrein            |  0.37573% | 3748   |  0.376% | 2243   |  0.359% | 
 | 335  | Spinda             |  0.37303% | 3721   |  0.373% | 1795   |  0.288% | 
 | 336  | Thundurus          |  0.37052% | 3696   |  0.371% | 2424   |  0.388% | 
 | 337  | Rampardos          |  0.36912% | 3682   |  0.369% | 2338   |  0.375% | 
 | 338  | Houndoom           |  0.36701% | 3661   |  0.367% | 2438   |  0.391% | 
 | 339  | Lilligant          |  0.36250% | 3616   |  0.363% | 2086   |  0.334% | 
 | 340  | Meganium           |  0.36210% | 3612   |  0.362% | 2094   |  0.335% | 
 | 341  | Golem              |  0.36090% | 3600   |  0.361% | 2629   |  0.421% | 
 | 342  | Pangoro            |  0.36090% | 3600   |  0.361% | 2386   |  0.382% | 
 | 343  | Bewear             |  0.35979% | 3589   |  0.360% | 2258   |  0.362% | 
 | 344  | Toucannon          |  0.35979% | 3589   |  0.360% | 2263   |  0.363% | 
 | 345  | Ursaring           |  0.35789% | 3570   |  0.358% | 2333   |  0.374% | 
 | 346  | Wailord            |  0.35739% | 3565   |  0.357% | 2172   |  0.348% | 
 | 347  | Exploud            |  0.35729% | 3564   |  0.357% | 2445   |  0.392% | 
 | 348  | Poliwrath          |  0.35598% | 3551   |  0.356% | 2371   |  0.380% | 
 | 349  | Entei              |  0.35388% | 3530   |  0.354% | 2299   |  0.368% | 
 | 350  | Bidoof             |  0.35318% | 3523   |  0.353% | 1431   |  0.229% | 
 | 351  | Clawitzer          |  0.35077% | 3499   |  0.351% | 2295   |  0.368% | 
 | 352  | Venomoth           |  0.34967% | 3488   |  0.350% | 2436   |  0.390% | 
 | 353  | Ampharos           |  0.34666% | 3458   |  0.347% | 2216   |  0.355% | 
 | 354  | Starly             |  0.34616% | 3453   |  0.346% | 1031   |  0.165% | 
 | 355  | Kecleon            |  0.34476% | 3439   |  0.345% | 2295   |  0.368% | 
 | 356  | Tornadus-Therian   |  0.34446% | 3436   |  0.344% | 2136   |  0.342% | 
 | 357  | Necrozma           |  0.33954% | 3387   |  0.340% | 2199   |  0.352% | 
 | 358  | Butterfree         |  0.33944% | 3386   |  0.339% | 2254   |  0.361% | 
 | 359  | Lurantis           |  0.33864% | 3378   |  0.339% | 2142   |  0.343% | 
 | 360  | Hitmonchan         |  0.33644% | 3356   |  0.336% | 2201   |  0.353% | 
 | 361  | Exeggutor-Alola    |  0.33513% | 3343   |  0.335% | 2116   |  0.339% | 
 | 362  | Probopass          |  0.33503% | 3342   |  0.335% | 2275   |  0.364% | 
 | 363  | Lycanroc           |  0.33373% | 3329   |  0.334% | 2462   |  0.394% | 
 | 364  | Arceus-Flying      |  0.33132% | 3305   |  0.331% | 2104   |  0.337% | 
 | 365  | Meowstic           |  0.33052% | 3297   |  0.331% | 2250   |  0.360% | 
 | 366  | Arbok              |  0.33042% | 3296   |  0.330% | 1894   |  0.303% | 
 | 367  | Glalie             |  0.32852% | 3277   |  0.329% | 1676   |  0.268% | 
 | 368  | Archeops           |  0.32842% | 3276   |  0.328% | 2198   |  0.352% | 
 | 369  | Rhydon             |  0.32761% | 3268   |  0.328% | 2294   |  0.367% | 
 | 370  | Murkrow            |  0.32401% | 3232   |  0.324% | 1904   |  0.305% | 
 | 371  | Braviary           |  0.32160% | 3208   |  0.322% | 2049   |  0.328% | 
 | 372  | Tauros             |  0.32110% | 3203   |  0.321% | 1956   |  0.313% | 
 | 373  | Guzzlord           |  0.31919% | 3184   |  0.319% | 1995   |  0.320% | 
 | 374  | Diggersby          |  0.31689% | 3161   |  0.317% | 1896   |  0.304% | 
 | 375  | Slowking           |  0.31659% | 3158   |  0.317% | 2116   |  0.339% | 
 | 376  | Dodrio             |  0.31167% | 3109   |  0.312% | 1793   |  0.287% | 
 | 377  | Floatzel           |  0.31117% | 3104   |  0.311% | 2153   |  0.345% | 
 | 378  | Arceus-Grass       |  0.31067% | 3099   |  0.311% | 1978   |  0.317% | 
 | 379  | Glalie-Mega        |  0.31017% | 3094   |  0.310% | 1923   |  0.308% | 
 | 380  | Turtonator         |  0.30917% | 3084   |  0.309% | 1978   |  0.317% | 
 | 381  | Latias             |  0.30766% | 3069   |  0.308% | 1774   |  0.284% | 
 | 382  | Gorebyss           |  0.30265% | 3019   |  0.303% | 2116   |  0.339% | 
 | 383  | Avalugg            |  0.30105% | 3003   |  0.301% | 1887   |  0.302% | 
 | 384  | Registeel          |  0.29954% | 2988   |  0.300% | 1988   |  0.318% | 
 | 385  | Kabutops           |  0.29814% | 2974   |  0.298% | 1975   |  0.316% | 
 | 386  | Arceus-Ice         |  0.29774% | 2970   |  0.298% | 1764   |  0.283% | 
 | 387  | Rapidash           |  0.29774% | 2970   |  0.298% | 1986   |  0.318% | 
 | 388  | Azelf              |  0.29584% | 2951   |  0.296% | 2123   |  0.340% | 
 | 389  | Vileplume          |  0.29503% | 2943   |  0.295% | 1893   |  0.303% | 
 | 390  | Volbeat            |  0.29303% | 2923   |  0.293% | 2171   |  0.348% | 
 | 391  | Regigigas          |  0.29273% | 2920   |  0.293% | 1777   |  0.285% | 
 | 392  | Rotom-Mow          |  0.28852% | 2878   |  0.289% | 1862   |  0.298% | 
 | 393  | Alomomola          |  0.28491% | 2842   |  0.285% | 1735   |  0.278% | 
 | 394  | Bastiodon          |  0.28060% | 2799   |  0.281% | 2172   |  0.348% | 
 | 395  | Barbaracle         |  0.28010% | 2794   |  0.280% | 1793   |  0.287% | 
 | 396  | Mantine            |  0.27990% | 2792   |  0.280% | 1829   |  0.293% | 
 | 397  | Golduck            |  0.27849% | 2778   |  0.278% | 1763   |  0.282% | 
 | 398  | Regice             |  0.27569% | 2750   |  0.276% | 1785   |  0.286% | 
 | 399  | Aurorus            |  0.27178% | 2711   |  0.272% | 1701   |  0.272% | 
 | 400  | Crustle            |  0.27107% | 2704   |  0.271% | 1777   |  0.285% | 
 | 401  | Medicham           |  0.26987% | 2692   |  0.270% | 1561   |  0.250% | 
 | 402  | Hariyama           |  0.26746% | 2668   |  0.267% | 1714   |  0.275% | 
 | 403  | Hitmontop          |  0.26486% | 2642   |  0.265% | 1775   |  0.284% | 
 | 404  | Groudon            |  0.26476% | 2641   |  0.265% | 1838   |  0.294% | 
 | 405  | Pyroar             |  0.26315% | 2625   |  0.263% | 1641   |  0.263% | 
 | 406  | Cobalion           |  0.26285% | 2622   |  0.263% | 1753   |  0.281% | 
 | 407  | Furret             |  0.26215% | 2615   |  0.262% | 1362   |  0.218% | 
 | 408  | Dedenne            |  0.26125% | 2606   |  0.261% | 1649   |  0.264% | 
 | 409  | Persian-Alola      |  0.26095% | 2603   |  0.261% | 2127   |  0.341% | 
 | 410  | Cacturne           |  0.26005% | 2594   |  0.260% | 1744   |  0.279% | 
 | 411  | Armaldo            |  0.25884% | 2582   |  0.259% | 1669   |  0.267% | 
 | 412  | Druddigon          |  0.25864% | 2580   |  0.259% | 1905   |  0.305% | 
 | 413  | Dunsparce          |  0.25072% | 2501   |  0.251% | 1378   |  0.221% | 
 | 414  | Claydol            |  0.25042% | 2498   |  0.250% | 1776   |  0.285% | 
 | 415  | Klinklang          |  0.25042% | 2498   |  0.250% | 1494   |  0.239% | 
 | 416  | Moltres            |  0.24932% | 2487   |  0.249% | 1619   |  0.259% | 
 | 417  | Victreebel         |  0.24812% | 2475   |  0.248% | 1617   |  0.259% | 
 | 418  | Muk                |  0.24471% | 2441   |  0.245% | 1585   |  0.254% | 
 | 419  | Zebstrika          |  0.24421% | 2436   |  0.244% | 1710   |  0.274% | 
 | 420  | Kingler            |  0.24250% | 2419   |  0.243% | 1588   |  0.254% | 
 | 421  | Doublade           |  0.24130% | 2407   |  0.241% | 1590   |  0.255% | 
 | 422  | Latias-Mega        |  0.24120% | 2406   |  0.241% | 1527   |  0.245% | 
 | 423  | Vanilluxe          |  0.23929% | 2387   |  0.239% | 1515   |  0.243% | 
 | 424  | Regirock           |  0.23869% | 2381   |  0.239% | 1640   |  0.263% | 
 | 425  | Jumpluff           |  0.23749% | 2369   |  0.237% | 1432   |  0.229% | 
 | 426  | Camerupt-Mega      |  0.23418% | 2336   |  0.234% | 1546   |  0.248% | 
 | 427  | Shiinotic          |  0.23408% | 2335   |  0.234% | 1507   |  0.241% | 
 | 428  | Raticate           |  0.23087% | 2303   |  0.231% | 1312   |  0.210% | 
 | 429  | Palossand          |  0.22917% | 2286   |  0.229% | 1550   |  0.248% | 
 | 430  | Dhelmise           |  0.22877% | 2282   |  0.229% | 1497   |  0.240% | 
 | 431  | Rotom              |  0.22847% | 2279   |  0.228% | 1741   |  0.279% | 
 | 432  | Carracosta         |  0.22737% | 2268   |  0.227% | 1489   |  0.239% | 
 | 433  | Jynx               |  0.22646% | 2259   |  0.226% | 1418   |  0.227% | 
 | 434  | Garbodor           |  0.22596% | 2254   |  0.226% | 1648   |  0.264% | 
 | 435  | Emolga             |  0.22586% | 2253   |  0.226% | 1646   |  0.264% | 
 | 436  | Audino-Mega        |  0.22195% | 2214   |  0.222% | 1324   |  0.212% | 
 | 437  | Leavanny           |  0.21995% | 2194   |  0.220% | 1545   |  0.248% | 
 | 438  | Comfey             |  0.21714% | 2166   |  0.217% | 1388   |  0.222% | 
 | 439  | Tropius            |  0.21694% | 2164   |  0.217% | 1352   |  0.217% | 
 | 440  | Abomasnow          |  0.21684% | 2163   |  0.217% | 1480   |  0.237% | 
 | 441  | Vespiquen          |  0.21604% | 2155   |  0.216% | 1271   |  0.204% | 
 | 442  | Pidgeot            |  0.21544% | 2149   |  0.215% | 1465   |  0.235% | 
 | 443  | Rattata-Alola      |  0.21303% | 2125   |  0.213% | 827    |  0.132% | 
 | 444  | Sandslash          |  0.21143% | 2109   |  0.211% | 1456   |  0.233% | 
 | 445  | Primeape           |  0.21062% | 2101   |  0.211% | 1403   |  0.225% | 
 | 446  | Rotom-Frost        |  0.20932% | 2088   |  0.209% | 1383   |  0.222% | 
 | 447  | Terrakion          |  0.20932% | 2088   |  0.209% | 1351   |  0.216% | 
 | 448  | Octillery          |  0.20882% | 2083   |  0.209% | 1193   |  0.191% | 
 | 449  | Persian            |  0.20862% | 2081   |  0.209% | 1543   |  0.247% | 
 | 450  | Shiftry            |  0.20832% | 2078   |  0.208% | 1381   |  0.221% | 
 | 451  | Zygarde-10%        |  0.20651% | 2060   |  0.207% | 1294   |  0.207% | 
 | 452  | Sawsbuck           |  0.20641% | 2059   |  0.206% | 1227   |  0.197% | 
 | 453  | Manectric          |  0.20481% | 2043   |  0.205% | 1399   |  0.224% | 
 | 454  | Gogoat             |  0.20240% | 2019   |  0.202% | 1200   |  0.192% | 
 | 455  | Furfrou            |  0.20190% | 2014   |  0.202% | 1180   |  0.189% | 
 | 456  | Cryogonal          |  0.19970% | 1992   |  0.200% | 1325   |  0.212% | 
 | 457  | Altaria            |  0.19809% | 1976   |  0.198% | 1329   |  0.213% | 
 | 458  | Wishiwashi         |  0.19438% | 1939   |  0.194% | 1268   |  0.203% | 
 | 459  | Diglett            |  0.19288% | 1924   |  0.193% | 1412   |  0.226% | 
 | 460  | Hypno              |  0.19218% | 1917   |  0.192% | 1199   |  0.192% | 
 | 461  | Arceus-Rock        |  0.19047% | 1900   |  0.190% | 1345   |  0.215% | 
 | 462  | Unfezant           |  0.18987% | 1894   |  0.190% | 1293   |  0.207% | 
 | 463  | Meditite           |  0.18947% | 1890   |  0.189% | 913    |  0.146% | 
 | 464  | Magneton           |  0.18656% | 1861   |  0.187% | 1286   |  0.206% | 
 | 465  | Wigglytuff         |  0.18596% | 1855   |  0.186% | 1107   |  0.177% | 
 | 466  | Farfetch'd         |  0.18566% | 1852   |  0.186% | 846    |  0.136% | 
 | 467  | Huntail            |  0.18556% | 1851   |  0.186% | 1118   |  0.179% | 
 | 468  | Carbink            |  0.18285% | 1824   |  0.183% | 1345   |  0.215% | 
 | 469  | Magcargo           |  0.18115% | 1807   |  0.181% | 1203   |  0.193% | 
 | 470  | Musharna           |  0.17985% | 1794   |  0.180% | 1165   |  0.187% | 
 | 471  | Masquerain         |  0.17864% | 1782   |  0.179% | 1264   |  0.202% | 
 | 472  | Dugtrio-Alola      |  0.17504% | 1746   |  0.175% | 1219   |  0.195% | 
 | 473  | Marowak            |  0.17453% | 1741   |  0.175% | 1138   |  0.182% | 
 | 474  | Virizion           |  0.17413% | 1737   |  0.174% | 1063   |  0.170% | 
 | 475  | Illumise           |  0.17403% | 1736   |  0.174% | 1100   |  0.176% | 
 | 476  | Deoxys             |  0.17042% | 1700   |  0.170% | 1083   |  0.173% | 
 | 477  | Stoutland          |  0.16902% | 1686   |  0.169% | 1112   |  0.178% | 
 | 478  | Sudowoodo          |  0.16812% | 1677   |  0.168% | 987    |  0.158% | 
 | 479  | Drampa             |  0.16772% | 1673   |  0.168% | 1008   |  0.161% | 
 | 480  | Lickilicky         |  0.16762% | 1672   |  0.168% | 951    |  0.152% | 
 | 481  | Pachirisu          |  0.16641% | 1660   |  0.166% | 1113   |  0.178% | 
 | 482  | Crabominable       |  0.16491% | 1645   |  0.165% | 1119   |  0.179% | 
 | 483  | Arceus-Psychic     |  0.16461% | 1642   |  0.165% | 922    |  0.148% | 
 | 484  | Clefairy           |  0.16381% | 1634   |  0.164% | 954    |  0.153% | 
 | 485  | Parasect           |  0.16371% | 1633   |  0.164% | 1060   |  0.170% | 
 | 486  | Granbull           |  0.16180% | 1614   |  0.162% | 1080   |  0.173% | 
 | 487  | Noctowl            |  0.16180% | 1614   |  0.162% | 1079   |  0.173% | 
 | 488  | Bellossom          |  0.16030% | 1599   |  0.160% | 971    |  0.156% | 
 | 489  | Mawile             |  0.15759% | 1572   |  0.158% | 1025   |  0.164% | 
 | 490  | Bouffalant         |  0.15428% | 1539   |  0.154% | 1009   |  0.162% | 
 | 491  | Gligar             |  0.15358% | 1532   |  0.154% | 1086   |  0.174% | 
 | 492  | Shaymin            |  0.15268% | 1523   |  0.153% | 904    |  0.145% | 
 | 493  | Delcatty           |  0.14947% | 1491   |  0.149% | 930    |  0.149% | 
 | 494  | Kyurem             |  0.14817% | 1478   |  0.148% | 926    |  0.148% | 
 | 495  | Rotom-Fan          |  0.14817% | 1478   |  0.148% | 988    |  0.158% | 
 | 496  | Beartic            |  0.14787% | 1475   |  0.148% | 955    |  0.153% | 
 | 497  | Gourgeist-Super    |  0.14747% | 1471   |  0.147% | 1004   |  0.161% | 
 | 498  | Arceus-Fighting    |  0.14576% | 1454   |  0.146% | 894    |  0.143% | 
 | 499  | Dewgong            |  0.14426% | 1439   |  0.144% | 946    |  0.152% | 
 | 500  | Skuntank           |  0.14316% | 1428   |  0.143% | 949    |  0.152% | 
 | 501  | Qwilfish           |  0.14296% | 1426   |  0.143% | 1006   |  0.161% | 
 | 502  | Seviper            |  0.13804% | 1377   |  0.138% | 867    |  0.139% | 
 | 503  | Beedrill           |  0.13654% | 1362   |  0.137% | 810    |  0.130% | 
 | 504  | Solrock            |  0.13634% | 1360   |  0.136% | 888    |  0.142% | 
 | 505  | Mightyena          |  0.13514% | 1348   |  0.135% | 924    |  0.148% | 
 | 506  | Fearow             |  0.13123% | 1309   |  0.131% | 729    |  0.117% | 
 | 507  | Castform           |  0.13032% | 1300   |  0.130% | 681    |  0.109% | 
 | 508  | Girafarig          |  0.13012% | 1298   |  0.130% | 881    |  0.141% | 
 | 509  | Stunfisk           |  0.12892% | 1286   |  0.129% | 880    |  0.141% | 
 | 510  | Diancie            |  0.12762% | 1273   |  0.128% | 875    |  0.140% | 
 | 511  | Lunatone           |  0.12762% | 1273   |  0.128% | 792    |  0.127% | 
 | 512  | Whiscash           |  0.12631% | 1260   |  0.126% | 791    |  0.127% | 
 | 513  | Camerupt           |  0.12611% | 1258   |  0.126% | 826    |  0.132% | 
 | 514  | Relicanth          |  0.12200% | 1217   |  0.122% | 754    |  0.121% | 
 | 515  | Chimecho           |  0.11900% | 1187   |  0.119% | 765    |  0.123% | 
 | 516  | Unown              |  0.11799% | 1177   |  0.118% | 384    |  0.062% | 
 | 517  | Silvally           |  0.11789% | 1176   |  0.118% | 689    |  0.110% | 
 | 518  | Pinsir             |  0.11689% | 1166   |  0.117% | 747    |  0.120% | 
 | 519  | Golbat             |  0.11458% | 1143   |  0.115% | 671    |  0.107% | 
 | 520  | Solosis            |  0.11408% | 1138   |  0.114% | 533    |  0.085% | 
 | 521  | Haunter            |  0.11288% | 1126   |  0.113% | 758    |  0.121% | 
 | 522  | Bulbasaur          |  0.11208% | 1118   |  0.112% | 697    |  0.112% | 
 | 523  | Togetic            |  0.11118% | 1109   |  0.111% | 743    |  0.119% | 
 | 524  | Swanna             |  0.10947% | 1092   |  0.109% | 700    |  0.112% | 
 | 525  | Dragonair          |  0.10947% | 1092   |  0.109% | 724    |  0.116% | 
 | 526  | Bruxish            |  0.10727% | 1070   |  0.107% | 647    |  0.104% | 
 | 527  | Jigglypuff         |  0.10707% | 1068   |  0.107% | 653    |  0.105% | 
 | 528  | Banette            |  0.10536% | 1051   |  0.105% | 657    |  0.105% | 
 | 529  | Beheeyem           |  0.10516% | 1049   |  0.105% | 625    |  0.100% | 
 | 530  | Oranguru           |  0.10456% | 1043   |  0.105% | 648    |  0.104% | 
 | 531  | Hoopa              |  0.10436% | 1041   |  0.104% | 667    |  0.107% | 
 | 532  | Tangela            |  0.09875% | 985    |  0.099% | 681    |  0.109% | 
 | 533  | Type: Null         |  0.09834% | 981    |  0.098% | 583    |  0.093% | 
 | 534  | Raticate-Alola     |  0.09774% | 975    |  0.098% | 588    |  0.094% | 
 | 535  | Swalot             |  0.09554% | 953    |  0.096% | 590    |  0.095% | 
 | 536  | Pikachu-Alola      |  0.09233% | 921    |  0.092% | 678    |  0.109% | 
 | 537  | Riolu              |  0.09203% | 918    |  0.092% | 582    |  0.093% | 
 | 538  | Arceus-Bug         |  0.09133% | 911    |  0.091% | 527    |  0.084% | 
 | 539  | Onix               |  0.09133% | 911    |  0.091% | 729    |  0.117% | 
 | 540  | Ponyta             |  0.09093% | 907    |  0.091% | 477    |  0.076% | 
 | 541  | Kommo-o-Totem      |  0.09093% | 907    |  0.091% | 494    |  0.079% | 
 | 542  | Passimian          |  0.09083% | 906    |  0.091% | 591    |  0.095% | 
 | 543  | Mimikyu-Totem      |  0.09022% | 900    |  0.090% | 615    |  0.099% | 
 | 544  | Caterpie           |  0.08982% | 896    |  0.090% | 349    |  0.056% | 
 | 545  | Audino             |  0.08952% | 893    |  0.090% | 576    |  0.092% | 
 | 546  | Throh              |  0.08902% | 888    |  0.089% | 543    |  0.087% | 
 | 547  | Sunflora           |  0.08842% | 882    |  0.088% | 523    |  0.084% | 
 | 548  | Kricketune         |  0.08842% | 882    |  0.088% | 605    |  0.097% | 
 | 549  | Combusken          |  0.08812% | 879    |  0.088% | 639    |  0.102% | 
 | 550  | Squirtle           |  0.08772% | 875    |  0.088% | 572    |  0.092% | 
 | 551  | Gastly             |  0.08772% | 875    |  0.088% | 575    |  0.092% | 
 | 552  | Seaking            |  0.08641% | 862    |  0.086% | 536    |  0.086% | 
 | 553  | Heatmor            |  0.08621% | 860    |  0.086% | 526    |  0.084% | 
 | 554  | Mesprit            |  0.08611% | 859    |  0.086% | 639    |  0.102% | 
 | 555  | Oricorio-Sensu     |  0.08551% | 853    |  0.086% | 546    |  0.087% | 
 | 556  | Oricorio-Pom-Pom   |  0.08501% | 848    |  0.085% | 570    |  0.091% | 
 | 557  | Simisear           |  0.08401% | 838    |  0.084% | 540    |  0.087% | 
 | 558  | Delibird           |  0.08381% | 836    |  0.084% | 487    |  0.078% | 
 | 559  | Tornadus           |  0.08291% | 827    |  0.083% | 563    |  0.090% | 
 | 560  | Basculin           |  0.07930% | 791    |  0.079% | 486    |  0.078% | 
 | 561  | Silvally-Steel     |  0.07890% | 787    |  0.079% | 520    |  0.083% | 
 | 562  | Ledian             |  0.07829% | 781    |  0.078% | 453    |  0.073% | 
 | 563  | Aromatisse         |  0.07829% | 781    |  0.078% | 486    |  0.078% | 
 | 564  | Gumshoos           |  0.07789% | 777    |  0.078% | 481    |  0.077% | 
 | 565  | Gourgeist          |  0.07699% | 768    |  0.077% | 445    |  0.071% | 
 | 566  | Braixen            |  0.07669% | 765    |  0.077% | 515    |  0.083% | 
 | 567  | Wartortle          |  0.07519% | 750    |  0.075% | 512    |  0.082% | 
 | 568  | Corsola            |  0.07519% | 750    |  0.075% | 433    |  0.069% | 
 | 569  | Beautifly          |  0.07509% | 749    |  0.075% | 442    |  0.071% | 
 | 570  | Kangaskhan         |  0.07428% | 741    |  0.074% | 515    |  0.083% | 
 | 571  | Torracat           |  0.07178% | 716    |  0.072% | 529    |  0.085% | 
 | 572  | Dustox             |  0.07168% | 715    |  0.072% | 369    |  0.059% | 
 | 573  | Electabuzz         |  0.07158% | 714    |  0.072% | 473    |  0.076% | 
 | 574  | Simipour           |  0.07048% | 703    |  0.070% | 446    |  0.071% | 
 | 575  | Maractus           |  0.06897% | 688    |  0.069% | 392    |  0.063% | 
 | 576  | Ivysaur            |  0.06877% | 686    |  0.069% | 476    |  0.076% | 
 | 577  | Pidgey             |  0.06847% | 683    |  0.068% | 340    |  0.054% | 
 | 578  | Poipole            |  0.06737% | 672    |  0.067% | 397    |  0.064% | 
 | 579  | Hippopotas         |  0.06647% | 663    |  0.066% | 373    |  0.060% | 
 | 580  | Simisage           |  0.06647% | 663    |  0.066% | 435    |  0.070% | 
 | 581  | Sneasel            |  0.06616% | 660    |  0.066% | 473    |  0.076% | 
 | 582  | Pichu              |  0.06586% | 657    |  0.066% | 415    |  0.066% | 
 | 583  | Piloswine          |  0.06546% | 653    |  0.065% | 508    |  0.081% | 
 | 584  | Grumpig            |  0.06506% | 649    |  0.065% | 422    |  0.068% | 
 | 585  | Magmar             |  0.06466% | 645    |  0.065% | 452    |  0.072% | 
 | 586  | Gothorita          |  0.06446% | 643    |  0.064% | 248    |  0.040% | 
 | 587  | Pikachu-Kalos      |  0.06396% | 638    |  0.064% | 490    |  0.078% | 
 | 588  | Charmander         |  0.06326% | 631    |  0.063% | 421    |  0.067% | 
 | 589  | Machoke            |  0.06115% | 610    |  0.061% | 422    |  0.068% | 
 | 590  | Silvally-Dragon    |  0.06095% | 608    |  0.061% | 402    |  0.064% | 
 | 591  | Watchog            |  0.06075% | 606    |  0.061% | 408    |  0.065% | 
 | 592  | Wormadam-Trash     |  0.06025% | 601    |  0.060% | 403    |  0.065% | 
 | 593  | Minun              |  0.05975% | 596    |  0.060% | 408    |  0.065% | 
 | 594  | Oricorio           |  0.05845% | 583    |  0.058% | 407    |  0.065% | 
 | 595  | Poliwhirl          |  0.05754% | 574    |  0.058% | 264    |  0.042% | 
 | 596  | Purugly            |  0.05714% | 570    |  0.057% | 439    |  0.070% | 
 | 597  | Cleffa             |  0.05654% | 564    |  0.057% | 252    |  0.040% | 
 | 598  | Treecko            |  0.05594% | 558    |  0.056% | 327    |  0.052% | 
 | 599  | Zubat              |  0.05594% | 558    |  0.056% | 287    |  0.046% | 
 | 600  | Vigoroth           |  0.05544% | 553    |  0.055% | 333    |  0.053% | 
 | 601  | Lickitung          |  0.05484% | 547    |  0.055% | 294    |  0.047% | 
 | 602  | Whirlipede         |  0.05423% | 541    |  0.054% | 434    |  0.070% | 
 | 603  | Wynaut             |  0.05343% | 533    |  0.053% | 327    |  0.052% | 
 | 604  | Purrloin           |  0.05323% | 531    |  0.053% | 265    |  0.042% | 
 | 605  | Plusle             |  0.05233% | 522    |  0.052% | 335    |  0.054% | 
 | 606  | Trubbish           |  0.05213% | 520    |  0.052% | 391    |  0.063% | 
 | 607  | Cherrim            |  0.05173% | 516    |  0.052% | 320    |  0.051% | 
 | 608  | Sunkern            |  0.05163% | 515    |  0.052% | 243    |  0.039% | 
 | 609  | Sealeo             |  0.05123% | 511    |  0.051% | 325    |  0.052% | 
 | 610  | Metapod            |  0.05123% | 511    |  0.051% | 236    |  0.038% | 
 | 611  | Yamask             |  0.05113% | 510    |  0.051% | 343    |  0.055% | 
 | 612  | Litten             |  0.05093% | 508    |  0.051% | 252    |  0.040% | 
 | 613  | Ferroseed          |  0.04972% | 496    |  0.050% | 368    |  0.059% | 
 | 614  | Lumineon           |  0.04932% | 492    |  0.049% | 325    |  0.052% | 
 | 615  | Silvally-Fairy     |  0.04852% | 484    |  0.049% | 350    |  0.056% | 
 | 616  | Pikachu-Partner    |  0.04792% | 478    |  0.048% | 355    |  0.057% | 
 | 617  | Munchlax           |  0.04792% | 478    |  0.048% | 314    |  0.050% | 
 | 618  | Meowth             |  0.04752% | 474    |  0.048% | 349    |  0.056% | 
 | 619  | Mothim             |  0.04732% | 472    |  0.047% | 303    |  0.049% | 
 | 620  | Bayleef            |  0.04692% | 468    |  0.047% | 302    |  0.048% | 
 | 621  | Rowlet             |  0.04652% | 464    |  0.047% | 320    |  0.051% | 
 | 622  | Pikachu-Original   |  0.04632% | 462    |  0.046% | 311    |  0.050% | 
 | 623  | Togepi             |  0.04611% | 460    |  0.046% | 216    |  0.035% | 
 | 624  | Geodude            |  0.04581% | 457    |  0.046% | 278    |  0.045% | 
 | 625  | Swadloon           |  0.04531% | 452    |  0.045% | 261    |  0.042% | 
 | 626  | Luvdisc            |  0.04491% | 448    |  0.045% | 237    |  0.038% | 
 | 627  | Weedle             |  0.04411% | 440    |  0.044% | 285    |  0.046% | 
 | 628  | Spheal             |  0.04361% | 435    |  0.044% | 237    |  0.038% | 
 | 629  | Combee             |  0.04341% | 433    |  0.043% | 318    |  0.051% | 
 | 630  | Grovyle            |  0.04291% | 428    |  0.043% | 275    |  0.044% | 
 | 631  | Buizel             |  0.04281% | 427    |  0.043% | 276    |  0.044% | 
 | 632  | Misdreavus         |  0.04231% | 422    |  0.042% | 275    |  0.044% | 
 | 633  | Silvally-Fire      |  0.04220% | 421    |  0.042% | 266    |  0.043% | 
